,ticker,model,accuracy,precision,F1,AUC
0,DAL.csv,Suuport Vector Machine,0.8728323699421965,0.8403755868544601,0.8905472636815921,0.9516395376267988
1,DAL.csv,Extra Trees Classifier,0.9075144508670521,0.9153439153439153,0.9153439153439153,0.9692144373673035
2,DE.csv,Suuport Vector Machine,0.791907514450867,0.8197674418604651,0.7966101694915254,0.8919525596354865
3,DE.csv,Extra Trees Classifier,0.8930635838150289,0.9050279329608939,0.8975069252077562,0.9587577057089252
4,DFS.csv,Suuport Vector Machine,0.8034682080924855,0.7525252525252525,0.814207650273224,0.9152956126270733
5,DFS.csv,Extra Trees Classifier,0.8815028901734104,0.850828729281768,0.8825214899713467,0.9631654628143392
6,DG.csv,Suuport Vector Machine,0.7774566473988439,0.7336683417085427,0.7913279132791328,0.8736965240641711
7,DG.csv,Extra Trees Classifier,0.8728323699421965,0.8539325842696629,0.8735632183908046,0.9461229946524065
8,DGX.csv,Suuport Vector Machine,0.8092485549132948,0.7839195979899497,0.8253968253968252,0.8869133241896096
9,DGX.csv,Extra Trees Classifier,0.8554913294797688,0.864406779661017,0.8595505617977529,0.9276251965343056
10,DHI.csv,Suuport Vector Machine,0.8554913294797688,0.7738693467336684,0.8603351955307263,0.9566811287122052
11,DHI.csv,Extra Trees Classifier,0.9046242774566474,0.8579545454545454,0.9014925373134328,0.9764571351696768
12,DHR.csv,Suuport Vector Machine,0.8391812865497076,0.8235294117647058,0.8593350383631714,0.9279627393479386
13,DHR.csv,Extra Trees Classifier,0.8596491228070176,0.8564102564102564,0.8743455497382198,0.9342936001380024
14,DIS.csv,Suuport Vector Machine,0.8294797687861272,0.8711656441717791,0.8279883381924198,0.9213353413654619
15,DIS.csv,Extra Trees Classifier,0.8728323699421965,0.8953488372093024,0.875,0.9524263721552879
16,DISCA.csv,Suuport Vector Machine,0.884393063583815,0.9107142857142857,0.8843930635838151,0.9655898876404495
17,DISCA.csv,Extra Trees Classifier,0.8988439306358381,0.9281437125748503,0.898550724637681,0.9738663723916533
18,DISCK.csv,Suuport Vector Machine,0.869942196531792,0.9117647058823529,0.8732394366197184,0.9582675843545408
19,DISCK.csv,Extra Trees Classifier,0.8728323699421965,0.9075144508670521,0.8770949720670391,0.9607016954843042
20,DISH.csv,Suuport Vector Machine,0.8063583815028902,0.8187919463087249,0.7845659163987139,0.9072899892646269
21,DISH.csv,Extra Trees Classifier,0.9104046242774566,0.9119496855345912,0.9034267912772587,0.9678945249597424
22,DLR.csv,Suuport Vector Machine,0.7687861271676301,0.726457399103139,0.8019801980198019,0.8974384731290809
23,DLR.csv,Extra Trees Classifier,0.861271676300578,0.8518518518518519,0.8702702702702703,0.9360287962497907
24,DLTR.csv,Suuport Vector Machine,0.7803468208092486,0.7538461538461538,0.7945945945945946,0.8793483709273183
25,DLTR.csv,Extra Trees Classifier,0.8757225433526011,0.8626373626373627,0.8795518207282913,0.9565079365079366
26,DOV.csv,Suuport Vector Machine,0.8323699421965318,0.8260869565217391,0.8397790055248618,0.9220505617977528
27,DOV.csv,Extra Trees Classifier,0.8786127167630058,0.8777777777777778,0.88268156424581,0.9528491171749598
28,DRE.csv,Suuport Vector Machine,0.8815028901734104,0.8421052631578947,0.8864265927977839,0.96531328320802
29,DRE.csv,Extra Trees Classifier,0.8901734104046243,0.8757062146892656,0.8908045977011494,0.9531328320802004
30,DRI.csv,Suuport Vector Machine,0.7514450867052023,0.7727272727272727,0.7806122448979592,0.8466494845360825
31,DRI.csv,Extra Trees Classifier,0.8526011560693642,0.8666666666666667,0.8688946015424164,0.9356009224091156
32,DTE.csv,Suuport Vector Machine,0.8179190751445087,0.7761194029850746,0.8320000000000001,0.9302659716653301
33,DTE.csv,Extra Trees Classifier,0.884393063583815,0.8895348837209303,0.8843930635838151,0.9517675755145683
34,DUK.csv,Suuport Vector Machine,0.846820809248555,0.8219895287958116,0.8555858310626704,0.950735294117647
35,DUK.csv,Extra Trees Classifier,0.8901734104046243,0.896551724137931,0.8914285714285715,0.9595922459893048
36,DVA.csv,Suuport Vector Machine,0.7341040462427746,0.6796116504854369,0.7526881720430108,0.8452643908969211
37,DVA.csv,Extra Trees Classifier,0.8352601156069365,0.8187134502923976,0.8308605341246291,0.9264056224899597
38,DVN.csv,Suuport Vector Machine,0.8497109826589595,0.9060402684563759,0.8385093167701863,0.9474088676534465
39,DVN.csv,Extra Trees Classifier,0.8757225433526011,0.9166666666666666,0.8693009118541033,0.9614587857930436
40,DWDP.csv,Suuport Vector Machine,0.8181818181818182,0.9230769230769231,0.7741935483870968,0.9146341463414633
41,DWDP.csv,Extra Trees Classifier,0.8441558441558441,0.9,0.8181818181818182,0.9217479674796748
42,DXC.csv,Suuport Vector Machine,0.5833333333333334,0.559322033898305,0.5689655172413793,0.7034252297410192
43,DXC.csv,Extra Trees Classifier,0.7,0.6721311475409836,0.6949152542372881,0.8116123642439432
44,EA.csv,Suuport Vector Machine,0.8526011560693642,0.8797814207650273,0.8632707774798927,0.934412955465587
45,EA.csv,Extra Trees Classifier,0.9046242774566474,0.9243243243243243,0.912,0.9575067476383265
46,EBAY.csv,Suuport Vector Machine,0.7427745664739884,0.7541899441340782,0.7520891364902507,0.8617971887550201
47,EBAY.csv,Extra Trees Classifier,0.8872832369942196,0.9122807017543859,0.8888888888888888,0.941516064257028
48,ECL.csv,Suuport Vector Machine,0.8236994219653179,0.8457446808510638,0.8390501319261213,0.9223441986150989
49,ECL.csv,Extra Trees Classifier,0.884393063583815,0.9217877094972067,0.8918918918918919,0.9562236108765412
